ID da Compra,ID do Cliente,ID do Produto,Data da Compra,Valor da Compra
2414,Cliente-123,Produto-32,2023-12-9,480.5
2415,Cliente-96,Produto-79,2023-11-27,341.57
2416,Cliente-16,Produto-53,2023-3-7,280.71
2417,Cliente-139,Produto-17,2023-2-13,30.85
2418,Cliente-377,Produto-62,2023-6-12,210.05
2419,Cliente-79,Produto-97,2023-1-16,174.72
2420,Cliente-121,Produto-42,2023-8-8,478.82
2421,Cliente-225,Produto-25,2023-10-3,219.19
2422,Cliente-65,Produto-76,2023-9-11,288.35
2423,Cliente-250,Produto-76,2023-5-12,12.05
2424,Cliente-496,Produto-51,2023-4-16,359.1
2425,Cliente-76,Produto-78,2023-9-22,182.35
2426,Cliente-312,Produto-49,2023-6-10,363.34
2427,Cliente-382,Produto-63,2023-2-14,436.86
2428,Cliente-246,Produto-14,2023-10-24,387.48
2429,Cliente-485,Produto-8,2023-8-24,474.57
2430,Cliente-272,Produto-1,2023-7-18,79.63
2431,Cliente-225,Produto-23,2023-2-5,320.24
2432,Cliente-342,Produto-40,2023-1-10,209.37
2433,Cliente-205,Produto-23,2023-8-19,85.89
2434,Cliente-342,Produto-44,2023-8-28,280.88
2435,Cliente-207,Produto-24,2023-12-15,138.64
2436,Cliente-106,Produto-5,2023-8-24,20.88
2437,Cliente-103,Produto-95,2023-3-28,162.75
2438,Cliente-367,Produto-100,2023-5-20,325.51
2439,Cliente-140,Produto-64,2023-6-18,95.52
2440,Cliente-389,Produto-99,2023-8-22,380.73
2441,Cliente-394,Produto-93,2023-9-2,296.24
2442,Cliente-175,Produto-37,2023-10-24,286.83
2443,Cliente-162,Produto-67,2023-10-17,366.92
2444,Cliente-460,Produto-82,2023-5-23,93.99
2445,Cliente-134,Produto-83,2023-10-17,257.94
2446,Cliente-290,Produto-36,2023-6-25,110.93
2447,Cliente-407,Produto-70,2023-7-10,297.76
2448,Cliente-316,Produto-22,2023-1-17,455.0
2449,Cliente-123,Produto-82,2023-1-27,497.56
2450,Cliente-403,Produto-77,2023-5-15,312.98
2451,Cliente-258,Produto-3,2023-2-22,434.72
2452,Cliente-114,Produto-92,2023-6-28,147.39
2453,Cliente-122,Produto-87,2023-9-1,190.19
2454,Cliente-471,Produto-15,2023-5-18,312.64
2455,Cliente-346,Produto-41,2023-7-1,395.95
2456,Cliente-472,Produto-21,2023-2-18,299.33
2457,Cliente-80,Produto-80,2023-10-14,183.85
2458,Cliente-248,Produto-22,2023-4-8,252.6
2459,Cliente-149,Produto-25,2023-2-18,316.33
2460,Cliente-354,Produto-47,2023-12-16,175.64
2461,Cliente-436,Produto-67,2023-11-20,57.98
2462,Cliente-100,Produto-79,2023-11-2,424.47
2463,Cliente-236,Produto-39,2023-9-13,226.48
2464,Cliente-369,Produto-4,2023-1-24,429.17
2465,Cliente-402,Produto-27,2023-12-6,62.18
2466,Cliente-486,Produto-22,2023-3-12,496.44
2467,Cliente-92,Produto-26,2023-10-8,216.18
2468,Cliente-30,Produto-67,2023-10-28,101.79
2469,Cliente-43,Produto-3,2023-1-1,352.81
2470,Cliente-385,Produto-85,2023-3-9,195.45
2471,Cliente-495,Produto-31,2023-6-2,281.86
2472,Cliente-343,Produto-59,2023-10-17,29.12
2473,Cliente-383,Produto-81,2023-4-28,409.23
2474,Cliente-211,Produto-54,2023-5-11,24.62
2475,Cliente-467,Produto-14,2023-2-4,255.98
2476,Cliente-200,Produto-89,2023-3-19,193.05
2477,Cliente-487,Produto-83,2023-12-14,462.39
2478,Cliente-113,Produto-51,2023-9-6,121.94
2479,Cliente-275,Produto-52,2023-5-28,450.85
2480,Cliente-367,Produto-13,2023-9-15,360.98
2481,Cliente-113,Produto-82,2023-8-23,347.19
2482,Cliente-5,Produto-20,2023-7-8,328.55
2483,Cliente-98,Produto-96,2023-5-15,23.77
2484,Cliente-261,Produto-65,2023-3-14,42.09
2485,Cliente-232,Produto-43,2023-12-1,359.33
2486,Cliente-132,Produto-80,2023-7-18,410.87
2487,Cliente-415,Produto-89,2023-2-21,117.84
2488,Cliente-18,Produto-78,2023-8-4,348.09
2489,Cliente-403,Produto-44,2023-6-11,265.3
2490,Cliente-275,Produto-70,2023-3-25,386.21
2491,Cliente-319,Produto-40,2023-1-26,214.43
2492,Cliente-24,Produto-89,2023-5-2,174.81
2493,Cliente-138,Produto-72,2023-5-26,467.89
2494,Cliente-399,Produto-57,2023-8-1,472.16
2495,Cliente-148,Produto-19,2023-9-2,158.02
2496,Cliente-420,Produto-79,2023-7-1,251.04
2497,Cliente-232,Produto-71,2023-1-6,208.1
2498,Cliente-249,Produto-21,2023-12-14,88.26
2499,Cliente-203,Produto-40,2023-10-25,197.25
2500,Cliente-64,Produto-85,2023-4-3,107.46
2501,Cliente-172,Produto-56,2023-11-11,26.15
2502,Cliente-206,Produto-12,2023-10-15,268.19
2503,Cliente-12,Produto-2,2023-4-11,316.65
2504,Cliente-286,Produto-19,2023-12-22,58.0
2505,Cliente-185,Produto-3,2023-11-6,171.84
2506,Cliente-158,Produto-79,2023-6-3,168.98
2507,Cliente-269,Produto-88,2023-8-9,28.38
2508,Cliente-185,Produto-87,2023-5-15,260.01
2509,Cliente-216,Produto-60,2023-1-1,160.37
2510,Cliente-259,Produto-72,2023-5-21,155.2
2511,Cliente-213,Produto-87,2023-11-5,394.82
2512,Cliente-339,Produto-59,2023-7-18,445.7
2513,Cliente-117,Produto-4,2023-11-10,303.53
2514,Cliente-186,Produto-90,2023-1-26,152.11
2515,Cliente-162,Produto-60,2023-4-10,439.18
2516,Cliente-483,Produto-80,2023-3-12,261.68
2517,Cliente-392,Produto-46,2023-9-11,495.56
2518,Cliente-59,Produto-62,2023-9-25,418.11
2519,Cliente-370,Produto-37,2023-7-5,37.81
2520,Cliente-150,Produto-32,2023-9-14,130.37
2521,Cliente-177,Produto-64,2023-1-23,403.24
2522,Cliente-126,Produto-16,2023-4-12,238.57
2523,Cliente-319,Produto-95,2023-6-4,258.11
2524,Cliente-55,Produto-41,2023-8-3,246.54
2525,Cliente-296,Produto-27,2023-1-21,23.44
2526,Cliente-131,Produto-64,2023-12-5,382.27
2527,Cliente-155,Produto-10,2023-2-24,470.38
2528,Cliente-270,Produto-35,2023-4-3,146.67
2529,Cliente-444,Produto-34,2023-4-8,126.4
2530,Cliente-384,Produto-97,2023-6-4,95.45
2531,Cliente-414,Produto-25,2023-1-5,242.15
2532,Cliente-279,Produto-49,2023-6-26,14.41
2533,Cliente-219,Produto-24,2023-12-28,458.15
2534,Cliente-357,Produto-84,2023-2-1,434.01
2535,Cliente-110,Produto-47,2023-6-1,114.77
2536,Cliente-364,Produto-80,2023-1-7,206.53
2537,Cliente-259,Produto-97,2023-11-3,422.07
2538,Cliente-37,Produto-57,2023-4-19,117.13
2539,Cliente-343,Produto-85,2023-6-22,18.18
2540,Cliente-383,Produto-9,2023-10-27,135.31
2541,Cliente-352,Produto-87,2023-1-9,27.74
2542,Cliente-385,Produto-76,2023-7-20,337.89
2543,Cliente-83,Produto-25,2023-9-20,221.04
2544,Cliente-112,Produto-16,2023-3-1,31.63
2545,Cliente-468,Produto-80,2023-7-21,55.14
2546,Cliente-3,Produto-58,2023-5-7,60.13
2547,Cliente-448,Produto-88,2023-2-21,354.85
2548,Cliente-236,Produto-83,2023-5-13,116.22
2549,Cliente-390,Produto-61,2023-8-20,106.18
2550,Cliente-148,Produto-64,2023-7-19,427.11
2551,Cliente-21,Produto-80,2023-2-15,16.06
2552,Cliente-4,Produto-34,2023-7-1,246.37
2553,Cliente-264,Produto-88,2023-12-2,405.74
2554,Cliente-232,Produto-38,2023-11-12,162.53
2555,Cliente-273,Produto-78,2023-11-8,321.46
2556,Cliente-58,Produto-32,2023-11-25,176.27
2557,Cliente-54,Produto-62,2023-10-8,454.16
2558,Cliente-339,Produto-6,2023-4-19,23.27
2559,Cliente-362,Produto-92,2023-4-28,23.45
2560,Cliente-162,Produto-95,2023-4-18,432.22
2561,Cliente-66,Produto-26,2023-7-16,208.08
2562,Cliente-483,Produto-37,2023-2-8,49.16
2563,Cliente-397,Produto-43,2023-12-8,458.89
2564,Cliente-178,Produto-23,2023-10-15,144.14
2565,Cliente-12,Produto-77,2023-6-14,320.51
2566,Cliente-50,Produto-87,2023-10-3,441.95
2567,Cliente-429,Produto-95,2023-9-22,491.16
2568,Cliente-282,Produto-82,2023-5-12,168.39
2569,Cliente-284,Produto-56,2023-10-8,333.57
2570,Cliente-96,Produto-63,2023-11-9,225.03
2571,Cliente-258,Produto-48,2023-8-12,401.05
2572,Cliente-59,Produto-39,2023-12-18,23.55
2573,Cliente-123,Produto-41,2023-8-19,100.63
2574,Cliente-182,Produto-73,2023-9-16,387.49
2575,Cliente-306,Produto-20,2023-7-26,395.54
2576,Cliente-141,Produto-86,2023-6-11,102.79
2577,Cliente-367,Produto-69,2023-8-6,455.57
2578,Cliente-142,Produto-74,2023-8-22,451.9
2579,Cliente-324,Produto-80,2023-10-27,62.16
2580,Cliente-397,Produto-36,2023-7-7,406.79
2581,Cliente-69,Produto-87,2023-8-15,394.38
2582,Cliente-223,Produto-92,2023-9-19,246.19
2583,Cliente-43,Produto-50,2023-2-27,275.26
2584,Cliente-228,Produto-47,2023-11-8,342.41
2585,Cliente-500,Produto-19,2023-9-11,439.55
2586,Cliente-362,Produto-53,2023-12-28,195.66
2587,Cliente-240,Produto-22,2023-12-2,370.18
2588,Cliente-230,Produto-79,2023-1-10,19.61
2589,Cliente-39,Produto-53,2023-11-16,45.72
2590,Cliente-241,Produto-62,2023-6-12,213.12
2591,Cliente-300,Produto-51,2023-2-17,156.04
2592,Cliente-340,Produto-46,2023-4-15,318.75
2593,Cliente-201,Produto-55,2023-2-24,380.94
2594,Cliente-382,Produto-100,2023-6-12,255.8
2595,Cliente-389,Produto-1,2023-12-17,467.39
2596,Cliente-208,Produto-43,2023-10-3,188.58
2597,Cliente-11,Produto-6,2023-10-9,398.52
2598,Cliente-348,Produto-81,2023-1-26,70.09
2599,Cliente-1,Produto-23,2023-5-16,255.8
2600,Cliente-82,Produto-4,2023-6-16,162.4
2601,Cliente-387,Produto-82,2023-1-21,105.21
2602,Cliente-249,Produto-57,2023-6-22,19.29
2603,Cliente-62,Produto-93,2023-1-7,415.72
2604,Cliente-179,Produto-64,2023-7-5,205.13
2605,Cliente-105,Produto-18,2023-2-4,80.64
2606,Cliente-296,Produto-64,2023-3-12,317.01
2607,Cliente-67,Produto-27,2023-10-15,203.57
2608,Cliente-68,Produto-91,2023-9-1,384.24
2609,Cliente-336,Produto-94,2023-2-27,358.89
2610,Cliente-269,Produto-77,2023-7-16,311.14
2611,Cliente-286,Produto-9,2023-8-2,361.88
2612,Cliente-312,Produto-46,2023-6-14,318.01
2613,Cliente-20,Produto-45,2023-6-19,196.07
2614,Cliente-447,Produto-88,2023-5-10,336.41
2615,Cliente-285,Produto-1,2023-12-3,48.39
2616,Cliente-325,Produto-47,2023-4-19,230.7
2617,Cliente-120,Produto-77,2023-9-15,452.74
2618,Cliente-356,Produto-2,2023-6-20,305.22
2619,Cliente-151,Produto-53,2023-7-1,407.91
2620,Cliente-222,Produto-45,2023-8-13,382.65
2621,Cliente-459,Produto-65,2023-3-14,270.09
2622,Cliente-427,Produto-77,2023-9-22,388.7
2623,Cliente-305,Produto-18,2023-7-19,225.77
2624,Cliente-492,Produto-61,2023-2-26,210.67
2625,Cliente-93,Produto-66,2023-9-1,87.58
2626,Cliente-233,Produto-59,2023-7-18,28.06
2627,Cliente-479,Produto-31,2023-2-14,442.55
2628,Cliente-21,Produto-40,2023-7-23,223.51
2629,Cliente-82,Produto-33,2023-6-7,275.53
2630,Cliente-241,Produto-96,2023-2-9,452.49
2631,Cliente-488,Produto-84,2023-3-22,205.14
2632,Cliente-151,Produto-80,2023-10-4,328.26
2633,Cliente-188,Produto-85,2023-10-16,97.65
2634,Cliente-51,Produto-23,2023-5-23,71.6
2635,Cliente-65,Produto-11,2023-9-2,19.84
2636,Cliente-351,Produto-58,2023-2-9,403.62
2637,Cliente-348,Produto-31,2023-10-20,332.24
2638,Cliente-443,Produto-16,2023-7-16,290.99
2639,Cliente-382,Produto-26,2023-4-5,378.87
2640,Cliente-85,Produto-90,2023-8-18,463.8
2641,Cliente-84,Produto-66,2023-6-10,149.34
2642,Cliente-289,Produto-49,2023-12-3,375.65
2643,Cliente-106,Produto-31,2023-7-19,468.76
2644,Cliente-241,Produto-8,2023-10-25,55.78
2645,Cliente-278,Produto-88,2023-6-19,101.58
2646,Cliente-256,Produto-20,2023-7-10,421.44
2647,Cliente-289,Produto-19,2023-12-1,378.65
2648,Cliente-367,Produto-51,2023-3-2,340.7
2649,Cliente-412,Produto-25,2023-11-14,442.5
2650,Cliente-216,Produto-95,2023-2-1,275.95
2651,Cliente-117,Produto-24,2023-6-13,393.12
2652,Cliente-87,Produto-32,2023-9-12,209.77
2653,Cliente-403,Produto-22,2023-1-19,280.75
2654,Cliente-286,Produto-20,2023-6-18,317.53
2655,Cliente-499,Produto-40,2023-8-13,270.36
2656,Cliente-49,Produto-9,2023-2-4,481.21
2657,Cliente-401,Produto-97,2023-3-23,293.77
2658,Cliente-218,Produto-44,2023-3-21,242.98
2659,Cliente-281,Produto-75,2023-6-23,346.88
2660,Cliente-118,Produto-67,2023-10-4,37.72
2661,Cliente-455,Produto-6,2023-10-27,130.13
2662,Cliente-453,Produto-23,2023-5-18,284.59
2663,Cliente-26,Produto-38,2023-1-8,492.84
2664,Cliente-54,Produto-85,2023-10-13,259.56
2665,Cliente-303,Produto-89,2023-1-8,58.4
2666,Cliente-127,Produto-67,2023-8-27,270.48
2667,Cliente-329,Produto-16,2023-9-22,87.76
2668,Cliente-228,Produto-66,2023-6-22,278.99
2669,Cliente-49,Produto-31,2023-3-12,233.59
2670,Cliente-319,Produto-58,2023-11-28,415.46
2671,Cliente-180,Produto-38,2023-2-13,286.31
2672,Cliente-404,Produto-46,2023-3-24,184.18
2673,Cliente-393,Produto-54,2023-2-2,336.38
2674,Cliente-254,Produto-60,2023-5-16,67.31
2675,Cliente-342,Produto-94,2023-6-2,210.49
2676,Cliente-47,Produto-72,2023-11-21,94.01
2677,Cliente-56,Produto-40,2023-8-6,298.18
2678,Cliente-289,Produto-39,2023-5-8,131.85
2679,Cliente-142,Produto-73,2023-9-6,359.74
2680,Cliente-88,Produto-54,2023-6-18,81.76
2681,Cliente-481,Produto-9,2023-6-7,131.05
2682,Cliente-336,Produto-61,2023-2-19,77.52
2683,Cliente-248,Produto-83,2023-1-7,331.12
2684,Cliente-34,Produto-58,2023-6-7,369.45
2685,Cliente-263,Produto-63,2023-12-21,494.25
2686,Cliente-122,Produto-9,2023-8-2,23.99
2687,Cliente-437,Produto-22,2023-2-13,107.61
2688,Cliente-283,Produto-22,2023-11-20,216.16
2689,Cliente-238,Produto-46,2023-6-13,462.74
2690,Cliente-26,Produto-93,2023-7-9,418.92
2691,Cliente-111,Produto-63,2023-4-13,384.96
2692,Cliente-371,Produto-50,2023-3-17,349.37
2693,Cliente-286,Produto-11,2023-5-17,289.42
2694,Cliente-142,Produto-90,2023-10-24,370.93
2695,Cliente-388,Produto-35,2023-7-3,275.28
2696,Cliente-460,Produto-63,2023-9-12,384.96
2697,Cliente-31,Produto-60,2023-9-9,141.55
2698,Cliente-89,Produto-37,2023-7-5,265.73
2699,Cliente-387,Produto-12,2023-6-5,331.01
2700,Cliente-341,Produto-91,2023-9-25,151.73
2701,Cliente-258,Produto-24,2023-10-15,411.57
2702,Cliente-384,Produto-36,2023-7-21,359.73
2703,Cliente-102,Produto-40,2023-4-17,153.34
2704,Cliente-179,Produto-38,2023-12-14,173.68
2705,Cliente-464,Produto-29,2023-5-15,251.55
2706,Cliente-90,Produto-24,2023-6-7,454.46
2707,Cliente-145,Produto-59,2023-2-11,305.55
2708,Cliente-462,Produto-81,2023-11-18,400.57
2709,Cliente-270,Produto-13,2023-4-18,93.92
2710,Cliente-322,Produto-70,2023-8-21,152.79
2711,Cliente-240,Produto-69,2023-2-1,155.57
2712,Cliente-429,Produto-86,2023-5-6,102.94
2713,Cliente-58,Produto-66,2023-12-10,459.0
2714,Cliente-483,Produto-26,2023-11-28,194.98
2715,Cliente-260,Produto-69,2023-11-7,449.2
2716,Cliente-25,Produto-35,2023-6-18,273.57
2717,Cliente-198,Produto-82,2023-4-20,407.14
2718,Cliente-94,Produto-61,2023-11-20,95.42
2719,Cliente-10,Produto-33,2023-1-21,338.27
2720,Cliente-88,Produto-45,2023-12-9,126.43
2721,Cliente-47,Produto-51,2023-11-4,153.2
2722,Cliente-332,Produto-100,2023-6-27,22.69
2723,Cliente-483,Produto-74,2023-4-26,257.33
2724,Cliente-69,Produto-99,2023-4-11,285.51
2725,Cliente-114,Produto-73,2023-6-27,271.76
2726,Cliente-295,Produto-30,2023-10-28,420.05
2727,Cliente-183,Produto-44,2023-10-3,300.97
2728,Cliente-392,Produto-96,2023-3-22,25.21
2729,Cliente-483,Produto-75,2023-12-9,139.67
2730,Cliente-487,Produto-75,2023-8-27,432.91
2731,Cliente-292,Produto-86,2023-2-24,211.73
2732,Cliente-305,Produto-54,2023-6-15,164.84
2733,Cliente-393,Produto-85,2023-3-23,294.99
2734,Cliente-263,Produto-14,2023-9-25,268.17
2735,Cliente-303,Produto-42,2023-9-21,330.57
2736,Cliente-343,Produto-35,2023-12-8,193.76
2737,Cliente-104,Produto-78,2023-8-25,125.46
2738,Cliente-271,Produto-78,2023-5-2,50.08
2739,Cliente-374,Produto-53,2023-4-12,403.74
2740,Cliente-289,Produto-89,2023-3-20,266.72
2741,Cliente-78,Produto-18,2023-10-8,209.66
2742,Cliente-288,Produto-47,2023-6-21,208.67
2743,Cliente-125,Produto-12,2023-1-26,59.18
2744,Cliente-421,Produto-12,2023-6-19,345.35
2745,Cliente-123,Produto-96,2023-9-27,453.26
2746,Cliente-29,Produto-54,2023-8-3,90.67
2747,Cliente-241,Produto-11,2023-12-11,186.54
2748,Cliente-319,Produto-64,2023-2-25,41.27
2749,Cliente-50,Produto-13,2023-9-6,471.87
2750,Cliente-326,Produto-23,2023-10-28,227.24
2751,Cliente-488,Produto-16,2023-4-9,389.59
2752,Cliente-245,Produto-33,2023-8-20,115.74
2753,Cliente-372,Produto-68,2023-3-1,411.21
2754,Cliente-307,Produto-39,2023-9-2,386.47
2755,Cliente-75,Produto-47,2023-5-22,203.36
2756,Cliente-64,Produto-70,2023-4-5,289.6
2757,Cliente-91,Produto-35,2023-3-2,266.31
2758,Cliente-286,Produto-86,2023-5-14,390.34
2759,Cliente-363,Produto-29,2023-8-16,444.66
2760,Cliente-258,Produto-64,2023-4-13,61.69
2761,Cliente-364,Produto-32,2023-7-14,356.36
2762,Cliente-499,Produto-16,2023-10-13,63.35
2763,Cliente-348,Produto-85,2023-3-28,212.36
2764,Cliente-74,Produto-50,2023-6-5,105.33
2765,Cliente-109,Produto-17,2023-12-20,427.5
2766,Cliente-264,Produto-72,2023-12-5,338.47
2767,Cliente-435,Produto-46,2023-7-25,146.37
2768,Cliente-119,Produto-87,2023-3-26,260.46
2769,Cliente-352,Produto-63,2023-1-27,101.8
2770,Cliente-319,Produto-85,2023-8-16,99.29
2771,Cliente-100,Produto-43,2023-1-18,103.15
2772,Cliente-441,Produto-68,2023-5-25,49.17
2773,Cliente-329,Produto-29,2023-9-7,38.79
2774,Cliente-304,Produto-11,2023-1-8,326.7
2775,Cliente-431,Produto-96,2023-11-13,423.24
2776,Cliente-16,Produto-6,2023-3-4,497.56
2777,Cliente-305,Produto-85,2023-2-21,305.29
2778,Cliente-280,Produto-84,2023-1-5,212.22
2779,Cliente-142,Produto-36,2023-2-7,453.62
2780,Cliente-212,Produto-55,2023-4-13,235.37
2781,Cliente-381,Produto-100,2023-12-11,435.74
2782,Cliente-453,Produto-4,2023-1-8,308.44
2783,Cliente-225,Produto-49,2023-3-3,172.98
2784,Cliente-270,Produto-38,2023-6-4,111.98
2785,Cliente-92,Produto-91,2023-7-28,199.95
2786,Cliente-423,Produto-28,2023-4-24,61.51
2787,Cliente-229,Produto-57,2023-6-9,51.38
2788,Cliente-182,Produto-6,2023-10-27,414.0
2789,Cliente-127,Produto-71,2023-10-5,483.8
2790,Cliente-397,Produto-79,2023-2-8,33.02
2791,Cliente-332,Produto-75,2023-2-17,324.0
2792,Cliente-191,Produto-39,2023-9-6,173.56
2793,Cliente-475,Produto-87,2023-5-6,251.82
2794,Cliente-378,Produto-6,2023-8-8,493.51
2795,Cliente-14,Produto-37,2023-11-28,486.56
2796,Cliente-423,Produto-33,2023-12-8,210.03
2797,Cliente-22,Produto-53,2023-2-27,71.51
2798,Cliente-332,Produto-36,2023-8-7,269.26
2799,Cliente-420,Produto-43,2023-1-4,97.95
2800,Cliente-403,Produto-67,2023-12-18,306.03
2801,Cliente-221,Produto-89,2023-2-21,476.41
2802,Cliente-459,Produto-8,2023-11-14,68.66
2803,Cliente-102,Produto-65,2023-12-9,242.78
2804,Cliente-105,Produto-80,2023-12-14,112.33
2805,Cliente-247,Produto-75,2023-3-10,372.41
2806,Cliente-196,Produto-26,2023-4-15,265.14
2807,Cliente-481,Produto-45,2023-1-15,191.12
2808,Cliente-300,Produto-39,2023-5-11,479.12
2809,Cliente-441,Produto-61,2023-12-13,268.37
2810,Cliente-379,Produto-32,2023-3-27,439.52
2811,Cliente-88,Produto-76,2023-11-18,232.41
2812,Cliente-382,Produto-79,2023-9-2,196.41
2813,Cliente-440,Produto-86,2023-12-27,375.99
2814,Cliente-397,Produto-43,2023-2-27,89.92
2815,Cliente-175,Produto-63,2023-3-20,210.26
2816,Cliente-314,Produto-69,2023-7-7,108.51
2817,Cliente-331,Produto-14,2023-6-1,72.51
2818,Cliente-392,Produto-100,2023-10-16,433.49
2819,Cliente-438,Produto-81,2023-8-12,27.95
2820,Cliente-182,Produto-36,2023-10-5,61.62
2821,Cliente-264,Produto-76,2023-12-17,383.07
2822,Cliente-101,Produto-83,2023-10-26,157.21
2823,Cliente-274,Produto-69,2023-3-14,151.44
2824,Cliente-246,Produto-92,2023-5-18,73.58
2825,Cliente-358,Produto-67,2023-1-6,84.46
2826,Cliente-44,Produto-36,2023-7-28,300.84
2827,Cliente-67,Produto-16,2023-9-23,325.46
2828,Cliente-38,Produto-17,2023-5-13,441.19
2829,Cliente-76,Produto-78,2023-9-13,338.91
2830,Cliente-42,Produto-71,2023-2-14,41.13
2831,Cliente-181,Produto-12,2023-2-23,442.15
2832,Cliente-494,Produto-8,2023-1-5,450.96
2833,Cliente-111,Produto-81,2023-1-22,129.47
2834,Cliente-205,Produto-85,2023-5-6,67.42
2835,Cliente-427,Produto-79,2023-1-20,326.61
2836,Cliente-139,Produto-32,2023-10-8,385.38
2837,Cliente-279,Produto-85,2023-9-20,326.63
2838,Cliente-269,Produto-35,2023-3-21,65.6
2839,Cliente-133,Produto-37,2023-8-5,491.76
2840,Cliente-198,Produto-38,2023-7-28,338.39
2841,Cliente-26,Produto-18,2023-1-22,93.68
2842,Cliente-330,Produto-92,2023-2-15,494.02
2843,Cliente-420,Produto-59,2023-7-18,15.6
2844,Cliente-63,Produto-100,2023-9-7,422.42
2845,Cliente-271,Produto-25,2023-12-16,452.72
2846,Cliente-72,Produto-37,2023-12-24,385.82
2847,Cliente-123,Produto-87,2023-1-4,23.67
2848,Cliente-112,Produto-86,2023-3-10,144.31
2849,Cliente-256,Produto-53,2023-11-19,283.4
2850,Cliente-336,Produto-19,2023-5-9,125.59
2851,Cliente-297,Produto-47,2023-3-27,40.36
2852,Cliente-483,Produto-46,2023-10-1,69.93
2853,Cliente-19,Produto-17,2023-6-17,21.48
2854,Cliente-276,Produto-43,2023-2-15,34.4
2855,Cliente-138,Produto-6,2023-8-3,100.2
2856,Cliente-207,Produto-79,2023-9-1,458.35
2857,Cliente-302,Produto-40,2023-3-22,327.58
2858,Cliente-143,Produto-6,2023-12-3,290.85
2859,Cliente-52,Produto-6,2023-11-20,258.35
2860,Cliente-372,Produto-82,2023-9-3,463.93
2861,Cliente-434,Produto-77,2023-12-26,171.29
2862,Cliente-58,Produto-37,2023-1-11,291.51
2863,Cliente-494,Produto-8,2023-1-18,68.7
2864,Cliente-120,Produto-63,2023-7-28,311.74
2865,Cliente-300,Produto-59,2023-9-14,273.73
2866,Cliente-498,Produto-39,2023-7-6,174.98
2867,Cliente-490,Produto-87,2023-10-1,385.94
2868,Cliente-421,Produto-75,2023-2-13,274.83
2869,Cliente-246,Produto-40,2023-10-15,310.32
2870,Cliente-283,Produto-93,2023-1-7,295.83
2871,Cliente-403,Produto-40,2023-3-6,205.03
2872,Cliente-69,Produto-28,2023-10-25,485.05
2873,Cliente-349,Produto-60,2023-12-9,491.1
2874,Cliente-262,Produto-18,2023-2-17,431.19
2875,Cliente-318,Produto-19,2023-2-13,159.86
2876,Cliente-407,Produto-53,2023-6-10,485.36
2877,Cliente-249,Produto-54,2023-10-24,494.15
2878,Cliente-47,Produto-83,2023-12-6,169.5
2879,Cliente-343,Produto-12,2023-6-10,260.95
2880,Cliente-401,Produto-84,2023-3-6,323.84
2881,Cliente-238,Produto-60,2023-8-9,373.16
2882,Cliente-198,Produto-82,2023-12-24,326.19
2883,Cliente-386,Produto-6,2023-12-2,25.38
2884,Cliente-193,Produto-21,2023-12-22,233.13
2885,Cliente-61,Produto-16,2023-3-5,182.1
2886,Cliente-103,Produto-10,2023-4-25,401.28
2887,Cliente-432,Produto-74,2023-2-17,442.4
2888,Cliente-407,Produto-68,2023-9-3,230.84
2889,Cliente-425,Produto-43,2023-7-18,362.92
2890,Cliente-439,Produto-57,2023-4-20,218.58
2891,Cliente-66,Produto-17,2023-9-22,21.89
2892,Cliente-407,Produto-33,2023-11-24,229.47
2893,Cliente-304,Produto-18,2023-5-3,486.53
2894,Cliente-362,Produto-39,2023-1-10,335.4
2895,Cliente-381,Produto-47,2023-7-19,172.47
2896,Cliente-417,Produto-94,2023-6-1,487.68
2897,Cliente-210,Produto-7,2023-12-15,130.48
2898,Cliente-464,Produto-18,2023-2-3,470.09
2899,Cliente-118,Produto-93,2023-9-23,325.44
2900,Cliente-8,Produto-57,2023-9-17,111.53
2901,Cliente-88,Produto-30,2023-11-18,406.13
2902,Cliente-281,Produto-86,2023-8-7,54.93
2903,Cliente-316,Produto-7,2023-11-18,180.88
2904,Cliente-214,Produto-50,2023-7-17,276.47
2905,Cliente-261,Produto-97,2023-11-11,314.24
2906,Cliente-145,Produto-3,2023-11-21,416.45
2907,Cliente-305,Produto-29,2023-11-28,399.44
2908,Cliente-365,Produto-68,2023-4-2,325.83
2909,Cliente-214,Produto-98,2023-3-12,361.27
2910,Cliente-111,Produto-73,2023-11-19,120.05
2911,Cliente-122,Produto-43,2023-3-7,106.87
2912,Cliente-128,Produto-49,2023-1-16,445.99
2913,Cliente-16,Produto-2,2023-12-5,470.8
2914,Cliente-179,Produto-90,2023-10-6,128.38
2915,Cliente-232,Produto-3,2023-11-5,272.0
2916,Cliente-249,Produto-74,2023-12-23,294.27
2917,Cliente-432,Produto-80,2023-9-24,168.34
2918,Cliente-29,Produto-89,2023-8-6,99.37
2919,Cliente-50,Produto-50,2023-10-23,473.28
2920,Cliente-69,Produto-69,2023-6-23,21.01
2921,Cliente-49,Produto-94,2023-10-8,233.84
2922,Cliente-193,Produto-67,2023-5-13,351.97
2923,Cliente-250,Produto-92,2023-6-10,192.14
2924,Cliente-279,Produto-91,2023-8-9,374.67
2925,Cliente-236,Produto-41,2023-7-12,241.72
2926,Cliente-407,Produto-75,2023-2-19,317.72
2927,Cliente-211,Produto-26,2023-5-1,262.5
2928,Cliente-7,Produto-69,2023-9-7,316.73
2929,Cliente-495,Produto-89,2023-5-28,128.49
2930,Cliente-277,Produto-29,2023-10-8,376.58
